"","MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","ActivityStartDate","OrganizationIdentifier","11Cl-PF3OUdS","3:3 FTCA","4:2 FTS","6:2 FTS","8:2 FTS","9Cl-PF3ONS","ADONA","HFPO-DA","MeFOSAA","NFDHA","PFDA","PFDoA","PFEESA","PFHpA","PFHpS","PFHxS","PFMBA","PFMPA","PFNA","PFNS","PFOA","PFOSA","PFPeA","PFTrDA","PFUnA","5:3 FTCA","7:3 FTCA","N-EtFOSA","N-MeFOSA","PFHxA","N-EtFOSE","PFBA","PFBS","PFOS"
"503","MNPCA-S002-996","48.71724","-96.49442","2024-07-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,NA,NA,NA,NA,0.439,NA,0.802,NA,1.17,NA,NA,NA,NA,NA,NA,1.06,NA,17.6,NA,NA
"504","MNPCA-S002-996","48.71724","-96.49442","2024-08-21","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,0.656,NA,1.25,NA,NA,NA,NA,NA,NA,0.727,NA,20.8,NA,NA
"505","MNPCA-S002-996","48.71724","-96.49442","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,0.147,NA,NA,0.44,NA,0.5,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA
"506","MNPCA-S003-018","44.9932","-93.2732","2024-05-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554,NA,0.204,NA,NA,NA,NA,0.492,NA,0.711,NA,NA,NA,NA,NA,NA,0.574,NA,7.79,NA,NA
"507","MNPCA-S003-018","44.9932","-93.2732","2024-06-17","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664,NA,0.208,NA,NA,0.342,NA,0.85,NA,0.877,NA,NA,NA,NA,NA,NA,0.814,NA,8.13,NA,NA
"508","MNPCA-S003-018","44.9932","-93.2732","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,0.781,NA,0.928,NA,NA,NA,NA,NA,NA,0.842,NA,9.53,NA,NA
"509","MNPCA-S003-018","44.9932","-93.2732","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,0.746,NA,0.9025,NA,NA,NA,NA,NA,NA,0.6915,NA,6.975,NA,NA
"510","MNPCA-S003-018","44.9932","-93.2732","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,0.256,NA,NA,NA,NA,0.643,NA,1.01,NA,NA,NA,NA,NA,NA,0.945,NA,9.17,NA,NA
"511","MNPCA-S003-099","48.760035","-96.922333","2024-06-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,NA,NA
"512","MNPCA-S003-099","48.760035","-96.922333","2024-07-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,0.651,NA,0.972,NA,NA,NA,NA,NA,NA,0.597,NA,12.9,NA,NA
"513","MNPCA-S003-099","48.760035","-96.922333","2024-08-21","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.545,NA,14.6,NA,NA
"514","MNPCA-S003-099","48.760035","-96.922333","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA,0.155,NA,NA,0.783,NA,1.03,NA,2.2,NA,NA,NA,NA,NA,NA,0.844,NA,9.48,NA,NA
"515","MNPCA-S003-100","48.76562","-96.88681","2024-06-26","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,0.722,NA,0.955,NA,NA,NA,NA,NA,NA,0.887,NA,15.5,NA,NA
"516","MNPCA-S003-100","48.76562","-96.88681","2024-07-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,0.629,NA,1.35,NA,1.88,NA,NA,NA,NA,NA,NA,1.38,NA,21.2,NA,NA
"517","MNPCA-S003-663","46.709444","-93.484444","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,0.623,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,6.88,NA,NA
"518","MNPCA-S003-663","46.709444","-93.484444","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,0.545,NA,5.46,NA,NA
"519","MNPCA-S003-663","46.709444","-93.484444","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,NA,NA
"520","MNPCA-S004-283","47.84011","-89.965832","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA
"521","MNPCA-S004-283","47.84011","-89.965832","2024-07-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,NA,NA
"522","MNPCA-S004-283","47.84011","-89.965832","2024-08-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA,0.3045,NA,1.505,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA
"523","MNPCA-S004-283","47.84011","-89.965832","2024-09-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,NA,NA
"524","MNPCA-S004-308","45.32016","-93.81419","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,0.454,NA,0.529,NA,NA,NA,NA,NA,NA,0.533,NA,6.89,NA,NA
"525","MNPCA-S004-308","45.32016","-93.81419","2024-06-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,NA,0.1265,NA,NA,0.3015,NA,0.531,NA,0.5965,NA,NA,NA,NA,NA,NA,0.5415,NA,5.78,NA,NA
"526","MNPCA-S004-308","45.32016","-93.81419","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA,NA,NA,0.66,NA,0.84,NA,NA,NA,NA,NA,NA,0.676,NA,8.67,NA,NA
"527","MNPCA-S004-308","45.32016","-93.81419","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,0.589,NA,0.731,NA,NA,NA,NA,NA,NA,0.477,NA,5.6,NA,NA
"528","MNPCA-S004-308","45.32016","-93.81419","2024-09-11","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,NA,0.112,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,0.641,NA,6.73,NA,NA
"529","MNPCA-S004-406","47.6402","-90.7107","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA,NA
"530","MNPCA-S004-406","47.6402","-90.7107","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02,NA,NA
"531","MNPCA-S004-406","47.6402","-90.7107","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA
"532","MNPCA-S004-406","47.6402","-90.7107","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
"533","MNPCA-S004-406","47.6402","-90.7107","2024-09-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,0.493,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,NA,NA
"534","MNPCA-S004-954","47.46407","-91.03071","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA
"535","MNPCA-S004-954","47.46407","-91.03071","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA
"536","MNPCA-S004-954","47.46407","-91.03071","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,NA,NA
"537","MNPCA-S004-954","47.46407","-91.03071","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA
"538","MNPCA-S006-163","45.59723","-94.18272","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,0.375,NA,4.52,NA,NA
"539","MNPCA-S006-163","45.59723","-94.18272","2024-06-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,0.604,NA,0.43,NA,NA,NA,NA,NA,NA,0.505,NA,6.17,NA,NA
"540","MNPCA-S006-163","45.59723","-94.18272","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA,NA,0.648,NA,0.882,NA,NA,NA,NA,NA,NA,0.568,NA,8.78,NA,NA
"541","MNPCA-S006-163","45.59723","-94.18272","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,0.61,NA,0.715,NA,NA,NA,NA,NA,NA,0.434,NA,6.04,NA,NA
"542","MNPCA-S006-163","45.59723","-94.18272","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517,NA,0.11,NA,NA,NA,NA,0.394,NA,0.708,NA,NA,NA,NA,NA,NA,0.49,NA,6.37,NA,NA
"543","MNPCA-S006-735","44.934203","-93.04932","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,0.901,NA,0.573,NA,NA,NA,NA,NA,NA,0.736,NA,6.31,NA,NA
"544","MNPCA-S006-735","44.934203","-93.04932","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,0.247,NA,NA,NA,NA,0.892,NA,0.719,NA,NA,NA,NA,NA,NA,0.664,NA,6.23,NA,NA
"545","MNPCA-S006-735","44.934203","-93.04932","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,0.346,NA,NA,NA,NA,1.15,NA,1.12,NA,NA,NA,NA,NA,NA,1.08,NA,8.51,NA,NA
"546","MNPCA-S006-735","44.934203","-93.04932","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,1.03,NA,NA,0.523,NA,1.51,NA,1.92,NA,NA,NA,NA,NA,NA,1.57,NA,8.1,NA,NA
"547","MNPCA-S006-749","44.765961","-92.873407","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,2.26,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,8.42,NA,NA
"548","MNPCA-S006-749","44.765961","-92.873407","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,NA,0.472,NA,NA,NA,NA,3.26,NA,1.27,NA,NA,NA,NA,NA,NA,1.13,NA,9.24,NA,NA
"549","MNPCA-S006-749","44.765961","-92.873407","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,NA,0.755,NA,NA,NA,NA,4.67,NA,1.36,NA,NA,NA,NA,NA,NA,1.62,NA,14.1,NA,NA
"550","MNPCA-S006-749","44.765961","-92.873407","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,0.231,1.64,NA,0.583,0.617,NA,6.15,0.392,3.6,NA,NA,NA,NA,NA,NA,2.95,NA,23.3,NA,NA
"551","MNPCA-S006-754","44.918639","-93.13003","2024-07-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715,NA,0.219,NA,NA,NA,NA,0.976,NA,0.669,NA,NA,NA,NA,NA,NA,0.705,NA,7.29,NA,NA
"552","MNPCA-S006-754","44.918639","-93.13003","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606,NA,0.233,NA,NA,NA,NA,0.837,NA,0.764,NA,NA,NA,NA,NA,NA,0.695,NA,6.61,NA,NA
"553","MNPCA-S006-754","44.918639","-93.13003","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,NA,0.331,NA,NA,NA,NA,0.824,NA,0.805,NA,NA,NA,NA,NA,NA,1.09,NA,8.63,NA,NA
"554","MNPCA-S006-754","44.918639","-93.13003","2024-09-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848,0.18,0.914,NA,NA,0.547,NA,1.44,NA,1.5,NA,NA,NA,NA,NA,NA,1.51,NA,7.55,NA,NA
"555","MNPCA-S007-222","43.57581","-91.2334","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,NA,0.363,NA,NA,NA,NA,1.48,NA,0.881,NA,NA,NA,NA,NA,NA,0.789,NA,7.07,NA,NA
"556","MNPCA-S007-222","43.57581","-91.2334","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA,0.332,NA,NA,NA,NA,1.6,NA,0.713,NA,NA,NA,NA,NA,NA,0.701,NA,6.97,NA,NA
"557","MNPCA-S007-222","43.57581","-91.2334","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629,NA,0.214,NA,NA,NA,NA,1.85,NA,0.763,NA,NA,NA,NA,NA,NA,0.902,NA,9.95,NA,NA
"558","MNPCA-S007-222","43.57581","-91.2334","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572,NA,0.401,NA,NA,NA,NA,2.2,NA,1.22,NA,NA,NA,NA,NA,NA,1.16,NA,9.98,NA,NA
"559","MNPCA-S007-222","43.57581","-91.2334","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422,NA,0.387,NA,NA,NA,NA,2.48,NA,1.06,NA,NA,NA,NA,NA,NA,0.997,NA,11.7,NA,NA
"560","MNPCA-S007-326","47.929219","-90.307112","2024-05-22","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,NA,NA
"561","MNPCA-S007-326","47.929219","-90.307112","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,0.272,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,NA
"562","MNPCA-S007-326","47.929219","-90.307112","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,NA,NA
"563","MNPCA-S007-326","47.929219","-90.307112","2024-08-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,0.309,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,1.79,NA,NA
"564","MNPCA-S007-326","47.929219","-90.307112","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA
"565","MNPCA-S007-329","45.25503","-93.535499","2024-05-30","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA,0.381,NA,0.486,NA,NA,NA,NA,NA,NA,0.539,NA,6.69,NA,NA
"566","MNPCA-S007-329","45.25503","-93.535499","2024-06-17","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751,NA,0.187,NA,NA,0.346,NA,0.672,NA,0.666,NA,NA,NA,NA,NA,NA,0.758,NA,6.82,NA,NA
"567","MNPCA-S007-329","45.25503","-93.535499","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA,0.275,NA,0.66,NA,0.832,NA,NA,NA,NA,NA,NA,0.799,NA,8.82,NA,NA
"568","MNPCA-S007-329","45.25503","-93.535499","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,0.65,NA,0.854,NA,NA,NA,NA,NA,NA,0.581,NA,6,NA,NA
"569","MNPCA-S007-330","45.434703","-94.051301","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5205,NA,NA,NA,NA,NA,NA,0.3935,NA,0.4345,NA,NA,NA,NA,NA,NA,0.5595,NA,7.105,NA,NA
"570","MNPCA-S007-330","45.434703","-94.051301","2024-06-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA,0.198,NA,NA,0.291,NA,0.638,NA,0.839,NA,NA,NA,NA,NA,NA,0.674,NA,5.99,NA,NA
"571","MNPCA-S007-330","45.434703","-94.051301","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,0.674,NA,0.702,NA,NA,NA,NA,NA,NA,0.752,NA,8.28,NA,NA
"572","MNPCA-S007-330","45.434703","-94.051301","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,0.668,NA,0.68,NA,NA,NA,NA,NA,NA,0.645,NA,5.83,NA,NA
"573","MNPCA-S007-330","45.434703","-94.051301","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522,NA,0.136,NA,NA,NA,NA,0.451,NA,0.586,NA,NA,NA,NA,NA,NA,0.805,NA,6.37,NA,NA
"574","MNPCA-S007-331","45.961727","-94.38348","2024-05-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,0.443,NA,4.11,NA,NA
"575","MNPCA-S007-331","45.961727","-94.38348","2024-07-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,NA,0.314,NA,0.763,NA,0.827,NA,NA,NA,NA,NA,NA,0.58,NA,7.73,NA,NA
"576","MNPCA-S007-331","45.961727","-94.38348","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,0.541,NA,6.19,NA,NA
"577","MNPCA-S007-331","45.961727","-94.38348","2024-08-27","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,0.451,NA,5.44,NA,NA
"578","MNPCA-S007-331","45.961727","-94.38348","2024-09-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422,NA,0.098,NA,NA,NA,NA,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,NA,NA
"579","MNPCA-S007-332","47.023084","-93.274436","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,0.42,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA
"580","MNPCA-S007-332","47.023084","-93.274436","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,0.676,NA,0.573,NA,NA,NA,NA,NA,NA,0.6,NA,6.87,NA,NA
"581","MNPCA-S007-332","47.023084","-93.274436","2024-08-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,5.8,NA,NA
"582","MNPCA-S007-332","47.023084","-93.274436","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,0.349,NA,6.01,NA,NA
"583","MNPCA-S007-333","47.216222","-93.486839","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,0.544,NA,7.14,NA,NA
"584","MNPCA-S007-333","47.216222","-93.486839","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA,0.577,NA,0.567,NA,NA,NA,NA,NA,NA,0.578,NA,6.32,NA,NA
"585","MNPCA-S007-333","47.216222","-93.486839","2024-08-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,0.463,NA,5.165,NA,NA
"586","MNPCA-S007-333","47.216222","-93.486839","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA,5.76,NA,NA
"587","MNPCA-S007-334","47.250893","-93.592809","2024-05-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA,7.33,NA,NA
"588","MNPCA-S007-334","47.250893","-93.592809","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9355,NA,NA,NA,NA,NA,NA,0.602,NA,0.551,NA,NA,NA,NA,NA,NA,0.5235,NA,6.36,NA,NA
"589","MNPCA-S007-334","47.250893","-93.592809","2024-08-15","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,5.66,NA,NA
"590","MNPCA-S007-334","47.250893","-93.592809","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,5.28,NA,NA
"591","MNPCA-S007-335","45.305158","-93.685621","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,0.475,NA,0.507,NA,NA,NA,NA,NA,NA,0.448,NA,6.54,NA,NA
"592","MNPCA-S007-335","45.305158","-93.685621","2024-06-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,0.115,NA,NA,NA,NA,0.454,NA,0.401,NA,NA,NA,NA,NA,NA,0.475,NA,5.22,NA,NA
"593","MNPCA-S007-335","45.305158","-93.685621","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8755,NA,NA,NA,NA,NA,NA,0.6255,NA,0.7,NA,NA,NA,NA,NA,NA,0.678,NA,8.75,NA,NA
"594","MNPCA-S007-335","45.305158","-93.685621","2024-08-12","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,0.608,NA,0.771,NA,NA,NA,NA,NA,NA,0.596,NA,5.93,NA,NA
"595","MNPCA-S007-335","45.305158","-93.685621","2024-09-11","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,NA,0.141,NA,NA,NA,NA,0.514,NA,0.873,NA,NA,NA,NA,NA,NA,0.734,NA,6.62,NA,NA
"596","MNPCA-S007-336","45.517842","-94.140705","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,0.304,NA,4.42,NA,NA
